news_date,news_text
2020 Nov 09,اوضاع کرونا در بسیاری از شهرهای کشور، قرمز و بحرانی است. تلاش‌ها برای اجرای تعطیلی سراسری و اعمال قرنطینه عمومی راه به جایی نبرده است.
2020 Nov 09,کارشناسان هواشناسی نوید داده بودند با آغاز بارندگی‌ها در هفته سوم آبان، تهران و کلانشهرهای صنعتی نفس تازه می‌کشند و بالاخره سلامت هوا در شرایط قابل‌قبول قرار خواهد گرفت.
2020 Nov 09,ناوگان فرسوده و بی‌رمق حمل‌ونقل عمومی تهران سال‌هاست با وجود بودجه ناکافی سرپا مانده است.
2020 Nov 09,از حالا باید انتظار بکشیم بلکه در سحرگاه 21بهمن‌ماه مصادف با 9فوریه 2021همزمان با اعلام فهرست اولیه نامزدهای اسکار نود و سوم، یک نام از ایران هم شنیده شود. البته از دیروز دیگر می‌دانیم که برای این انتظار باید گاهی به آسمان نگاه و خورشید را آرزو کنیم.
2020 Nov 09,بلافاصله بعد از قطعی‌شدن انتخاب جو بایدن به‌عنوان چهل‌و‌ششمین رئیس‌جمهور آمریکا و پایان دوران ترامپ در کاخ سفید، رئیس‌جمهور و وزیر خارجه با یادآوری سابقه ایران در دیپلماسی مسئولانه، از دولت جدید آمریکا خواستند اشتباهات گذشته را جبران کند و به مسیر دیپلماسی برگردد.
2020 Nov 09,اقتصاد ایران با پیروزی جو بایدن به‌عنوان رئیس‌جمهوری آینده آمریکا چه مسیری در پیش خواهد داشت و آیا مستأجر جدید کاخ سفید، فرصت است یا تهدید؟ تحریم‌ها چگونه برداشته می‌شود و راه پیش روی ایران چه خواهد بود؟ آیا دولتمردان و سیاستمداران ایرانی نقشه جدیدی برای مدیریت اقتصاد ایران در دوران جدید دارند؟
2020 Nov 09,همراه الهام فخاری، یکی از 2عضو اصالتا اصفهانی شورای شهر تهران است. بیانش با لهجه نصف‌جهان وجهی است که او را از سایر اعضا متمایز می‌کند. عرقی که به تهران دارد، اما در کلام و رفتارش به وضوح دیده می‌شود.
2020 Nov 10,ابلاغیه‌های ستاد مقابله با کرونا فهرستی از دریافت‌کنندگان «رونوشت» دارند، اما نام شهرداری در بین آنها دیده نمی‌شود، درحالی‌که 2محور اصلی محدودیت‌های مقابله با کرونا‌ شامل «رفت‌وآمد» در شهر و «فعالیت» اصناف، دقیقا در محدوده کار شهرداری‌‌‌ها قرار دارد.
2020 Nov 10,شاخص کل بورس تهران در مبادلات دیروز برای سومین روز متوالی پس از برگزاری انتخابات آمریکا با نزول مواجه شد، کارشناسان بر این باورند که ریشه این نزول بیش از آنکه ریشه اقتصادی داشته باشد ناشی از عوامل بیرونی به‌ویژه هیجان و ترس سهامداران است.
2020 Nov 10,اقتصاد ایران این روزها متاثر از انتخابات ریاست‌جمهوری آمریکا بار دیگر گرفتار توفان شده است؛ توفانی که برخلاف توفان مستمر 2سال گذشته تحت‌تأثیر خروج آمریکا از برجام که کشتی اقتصاد ایران را از ساحل ثبات به سمت مناطق عمیق و پرالتهاب دریا کشاند، این‌بار اقتصاد ایران را احتمالا به سمت ساحل ثبات و امن می‌کشاند اما واقعیت این است که این توفان نیز برای اقتصاد ایران کم‌هزینه و بدون درد نیست.
2020 Nov 10,در حدود 70سال پیش، هشتم نوامبرهجده آبان را به نام «روز شهرسازی» نامگذاری کردند.
2020 Nov 10,نتایج اولیه تست بالینی یا انسانی یک واکسن در حال آزمایش کرونا خبر خوش تأثیرگذاری ۹۰درصدی آن را نوید می‌دهد.
2020 Nov 10,کرونا در آستانه سومین‌ماه پاییز هشدارها را به واقعیت‌ بدل کرد و وضعیت قرمز به سیاه رسید.
2020 Nov 10,بعد از مدت‌ها تعطیلی سالن‌های سینما و تئاتر با تصمیم ستاد ملی مقابله با کرونا قرار است فعالیت‌های فرهنگی و هنری آغاز شود و بازگشایی سالن‌های تئاتر و سینما از ۲۰ آبان اجرایی می‌شود اما نکته قابل توجه تصمیم این ستاد است؛ که عنوان کرده، سالن‌های سینما و تئاتر می‌توانند براساس مصوبه تا ساعت 18فعالیت کنند.
2020 Nov 11,خبر موفقیت واکسن کرونا که شرکت داروسازی فایزر آمریکا آن را تولید کرده در حالی در جهان دست به‌دست می‌شود که کرونا مرگبارترین روزها را در بسیاری از کشورها ازجمله ایران در تقویم هر روزه ثبت می‌کند.
2020 Nov 11,اولین روز اجرای محدودیت‌های ساعتی در تهران با تلویزیون‌های روشن، کاسبان ایستاده در ورودی مغازه‌ها و کرکره‌های تا نیمه پایین‌آمده آغاز شد
2020 Nov 11,قبل از رسیدن فصل برف، شهرداری تهران برای برف‌روبی آماده شده است. 260کامیون و کامیونت با نصب تیغه‌های متحرک برف‌روبی روی سپر جلو و دستگاه نمک‌پاش می‌توانند معابر شهر را از بارش برف و یخ‌زدگی محافظت کنند.
2020 Nov 11,از روز گذشته محدودیت‌های جدیدی برای کنترل اپیدمی کرونا اعمال شد اما نکته اینجاست که تا وقتی این اقدامات به‌صورت جسته و گریخته انجام ‌شود، ما را به مرز کنترل اپیدمی نمی‌رساند.
2020 Nov 11,صبح دیروز ۲۰ آبان با حضور حجت‌الاسلام سیدابراهیم رئیسی، رئیس قوه قضاییه و محمد مخبر، رئیس ستاد اجرایی فرمان امام، مراسم بهره‌برداری از 150هزار شغل در نمایشگاه دائمی ستاد اجرایی فرمان امام برگزار شد.
2020 Nov 11,انتخابات آمریکا برگزار شد و پس از چند روز درنهایت جوبایدن، نامزد دمکرات توانست آرای لازم را برای شکست دادن دونالد ترامپ، رئیس‌جمهور مستقر آمریکا به‌دست آورد.
2020 Nov 12,​​​​​​​رئیس‌جمهور در بخش عمده صحبت‌های روز چهارشنبه ‌خود در هیأت دولت، شکست دونالد ترامپ در انتخابات ریاست‌جمهوری آمریکا را اتفاق قابل‌ملاحظه و بسیار حائز اهمیتی دانست و گفت: رژیمی که خواب سقوط ایران و سقوط نظام ایران را می‌دید، خود به‌صورت بسیار حقیرانه‌ای ساقط شد و امروز می‌بینید جز چند کشور کوچکی در سراسر جهان که همیشه جزو اذناب این رژیم بودند، کشورها شرایط جدیدی را پیش روی خودشان مشاهده می‌کنند.
2020 Nov 12,مترو و اتوبوس باید به‌کار خود ادامه دهند، آنها بار اصلی رفت‌وآمد در شهر را به دوش می‌کشند.
2020 Nov 12,متأسفانه چند روز پیش در رسانه‌ها شاهد انتشار اطلاعیه معاونت حمل‌ونقل و ترافیک درباره کاهش ساعت کاری خطوط حمل‌ونقل عمومی بودیم، که براساس آن از ٢٠آبان‌ماه اتمام ساعت کاری کلیه خطوط داخلی مترو ساعت٢٠:٣٠ و خط متروی کرج و گلشهر تا ساعت٢٠ خواهد بود؛ همچنین به‌منظور اعمال محدودیت و کاهش فعالیت در خطوط اتوبوسرانی پایان زمان فعالیت ناوگان در تمامی خطوط بی‌آرتی انبوه‌بر در مسیر رفت آخرین اعزام ساعت٢٠ و در مسیر برگشت آخرین اعزام به ساعت20:30 کاهش خواهد یافت.
2020 Nov 12,چند سالی است کتاب‌های زبان و ادبیات فارسی مدارس دستخوش ممیزی‌های پررنگ و متعدد شده‌اند؛ یک‌بار نام مشاهیر ادبی همچون اخوان‌ثالث، بزرگ علوی و هوشنگ ابتهاج را از کتاب‌های ادبیات حذف می‌کنند و بار دیگر متون ادبی مهم و تأثیرگذار مانند داستان حلاج از تذکره‌الاولیاء، باغ بی‌برگی اخوان، داروگ نیما یوشیج، به کجا چنین شتابان شفیعی‌کدکنی بنا به سلیقه برخی و به بهانه اینکه محتوای آنها یأس‌آورند و با روزگار و عصر ما سنخیت ندارند، از متون آموزشی بیرون رانده می‌شوند.
2020 Nov 12,دیروز آمار فوتی‌های کرونا در کشور به 462نفر رسید و 11هزارو780بیمار جدید مبتلا به کرونا در کشور شناسایی شدند.
2020 Nov 12,جهان در انتظار اعلام خبر قطعی تأیید واکسن کروناست و جهان نفت هم به امید همین اتفاق رشد قیمت را تجربه می‌کند.
2020 Nov 12,«مرضیه محبوب» معروف به مادر عروسک‌های ایرانی، خیلی اهل گفت‌وگو نیست و سر صحبت‌آوردنش کمی سخت بود؛ کسی که نامش با عروسک‌های دوست‌داشتنی و ماندگار گره‌خورده است.
2020 Nov 14,بررسی‌ها نشان می‌دهد دست‌کم 6سیگنال مهم برای رشد شاخص‌های بورس صادر شده که وزن آنها بیشتر از عوامل منفی است و می‌تواند چراغ سبزی برای رشد شاخص‌های بورس در روز‌های آینده باشد.
2020 Nov 14,قاب‌های کوچک و بزرگی که به دیوار خانه هنرمندان آویخته شده، محصول خلاقیت نقاشان، گرافیست‌ها، کارتونیست‌ها، طراحان و عکاسان درباره تهران است.
2020 Nov 14,متأسفانه تعداد مبتلایان، بستری‌شدگان و متوفیان درگیر با بیماری کووید-19، در شهر تهران در حال افزایش است.
2020 Nov 14,11‌ماه از شیوع کرونا در جهان می‌گذرد و این ویروس مرگبار همچنان در کشورهای مختلف قربانی می‌گیرد؛ حدود 53میلیون مورد ابتلا و حدود یک‌میلیون‌و300هزار مرگ.
2020 Nov 14,‌ذخایر خونی به کمترین میزانش در ماه‌های گذشته رسیده است. از ابتدای آبان ماجرا جدی‌تر شده و به گفته مدیرکل انتقال خون استان تهران، بیشترین میزان مصرف و اهدای خون در استان تهران است و حالا ذخایر خونی همین استان با کاهش 20 تا 25درصدی مواجه شده و این اتفاق بی‌سابقه است.
2020 Nov 14,اعضای کارگری شورای‌عالی کار 40روز پیش برای برگزاری جلسه فوق‌العاده این شورا و تصمیم‌گیری در مورد جبران هزینه معیشت کارگران درخواست داده‌اند.
2020 Nov 14,اغلب استان‌های کشور هفته گذشته را با کاهش نسبی دما، بارش برف و باران و هوای مطبوع پاییزی سپری کردند.
2020 Nov 15,تهران باز هم تعطیل نشد. با پایان جلسه ظهر روز گذشته ستاد ملی مقابله با کرونا، با اینکه انتظار می‌رفت تعطیلی تهران اعلام شود، اما باز هم خبری نشد؛ این در حالی است که تا روز گذشته 41هزار و 34ایرانی بر اثر ابتلا به کرونا جانشان را از دست داده‌اند و در 24ساعت منتهی به ظهر دیروز 11هزار و 203مورد ابتلای جدید به کرونا در کشور ثبت شده است.
2020 Nov 15,هفته نکوداشت اصفهان از امروز آغاز می‌شود و تا اول آذر روز اصفهان ادامه خواهد داشت؛ هفته‌ای که اگر با بحران و آمار سیاه کرونا مواجه نمی‌شد، قطعا روزهای پرنشاطی را برای اصفهانی‌ها و مهمانانشان رقم می‌زد.
2020 Nov 15,رویکرد شهرداری تهران در سال های اخیر از پروژه های بزرگ به طرح‌های کوچک اما موثر محلی تغییر کرده و تصور می شود که چنین طرح‌هایی می‌تواند بر کیفیت زندگی شهروندان موثر باشد.
2020 Nov 15,مسئولیت نمایندگی، حقی است که از طرف مردم به نمایندگان‌شان در شورا و مجلس داده می‌شود.
2020 Nov 15,با رشد 2.2درصدی شاخص کل بورس تهران در مبادلات دیروز 130هزار میلیارد تومان، معادل 5میلیارد دلار، به ارزش کل بازار سهام اضافه شد؛ به‌نظر می‌رسد نخستین نشانه‌های امید برای تداوم رشد در بورس ظهور کرده است
2020 Nov 15,گزارش بانک جهانی از بالا بودن نرخ تورم و تنگناهای ناشی از تحریم‌ها باعث شده تا طبقه متوسط جامعه به‌شدت تضعیف شود سطح رفاه ایرانیان با شکاف بیشتر درآمد سرانه در مقایسه با کشورهای جهان در حال کاهش است.
2020 Nov 15,رهبر معظم انقلاب در پیامی، با تسلیت درگذشت حجت‌الاسلام جواد اژه‌ای نوشتند: با اندوه و تأسف فراوان خبر درگذشت عالم مجاهد جناب حجت‌الاسلام آقای دکتر جواد اژه‌ای را دریافت کردم.
2020 Nov 16,در جلسه روز یکشنبه هیأت وزیران که به ریاست حسن روحانی برگزار شد، سیاست‌های جدید دولت برای پیشگیری و مقابله با کرونا مورد بحث و بررسی قرار گرفت.
2020 Nov 16,صدور نخستین شناسنامه برای فرزند مادر ایرانی و پدر خارجی همزمان با روزهای آکنده از بحرانی که کشور به‌دلیل شیوع کرونا می‌گذراند، خبری است گویای آن‌که سرانجام در دولتی که وعده‌های فراوانی برای تحقق مطالبات زنان داده بود، وعده‌ای به سرانجام رسیده و فعالان حوزه زنان و کنشگران مدنی در آخرین سال دولت دوازدهم به ثمر نشستن بخشی از تلاش‌های سالیان را به چشم دیدند.
2020 Nov 16,دولت آقای روحانی با وجود ملاحظات گسترده و مصلحت‌های پیچیده اداره کشور، تصمیم آبان‌ماهی مهمی گرفت.
2020 Nov 16,آن طور که یک مقام مسئول در بازار متشکل ارزی اعلام کرده، قرار است نرخ‌های بازار متشکل ارزی از امروز به‌صورت عمومی اعلام شود. این مهم‌ترین مرحله از فعالیت بازار متشکل ارزی و آغاز به کار رسمی بازاری است که تلاش دارد به مبنای اصلی قیمت‌گذاری ارز در ایران تبدیل شود.
2020 Nov 16,بیست‌وهشتمین دوره هفته کتاب از شنبه 24آبان آغاز شده است و نهادهای دولتی و خصوصی، مثل همیشه، برنامه‌های گوناگونی برای هفته کتاب برگزار می‌کنند؛ با این تفاوت که امسال به‌دلیل رعایت فاصله اجتماعی در روزهای کرونا برنامه‌ها به‌صورت مجازی برگزار می‌شود. طرح تخفیف پاییزه کتاب نیز همزمان با هفته کتاب برگزار می‌شود و آمارهای 2روز نخست از استقبال دوستداران کتاب از طرح پاییزه خبر می‌دهد.
2020 Nov 17,در آستانه اجرای طرح تشدید محدودیت ها و در حالی که روز گذشته کرونا با 13053 مبتلا و 486 فوتی یک بار دیگر رکورد تازه ای به ثبت رساند علیرضا رئیسی، سخنگوی ستاد مبارزه با کرونا  از منع تردد شبانه در شهرهای قرمز خبر داد.
2020 Nov 17,حدود 100سال است که خودروها شهرها را به تصرف درآورده‌اند و بخش زیادی از فضاهای شهری، به خیابان‌ها و پارکینگ‌ها‌ اختصاص داده شده است.
2020 Nov 17,ابطال مصوبه سهمیه 30درصدی انتصاب زنان در پست‌های مدیریتی از سوی دیوان عدالت اداری بازتاب بسیاری در بین جامعه زنان و فعالان حوزه زنان داشته است؛ بازتابی که دستاوردش ‌ارائه اعتراضات بسیار ازسوی زنان به معاونت زنان ریاست‌جمهوری بوده است، اعتراضاتی با درخواست مکرر ورود ریاست‌جمهوری به ماجرا و پیگیری امر.
2020 Nov 17,سازمان آتش‌نشانی براساس وظیفه ذاتی، به‌ویژه در حوزه پیشگیری، تقریبا به همه ساختمان‌های شهر حداقل یک‌بار برای بازدید مراجعه کرده است.
2020 Nov 17,110سال پس از دفن‌پنهانی روزنامه‌نگاران مشروطه‌خواه در خیابان مخصوص، آرامگاه آنها مرکز اسناد مشروطه می‌شود
2020 Nov 17,نبود عزم جدی برای ارائه تعریف و تفسیر دقیق «رجل سیاسی» در آستانه سیزدهمین دوره انتخابات ریاست‌جمهوری از یک سو‌ و ابطال سهمیه 30درصدی زنان از کرسی‌های مدیریتی از سوی دیگر 2 فاکتوری‌اند که از آب رفتن سهم زنان در عرصه مدیریتی کشور خبر می‌دهند.
2020 Nov 17,در فاصله میان بیمارستان میلاد و برج میلاد، کمی بالاتر از میدان آرش، ورودی ایستگاه برج میلاد دیده می‌شود.
2020 Nov 18,دیروز با بازگشایی نماد شستا که بازار سهام از مدت‌ها پیش انتظارش را می‌کشید ترس بازار فرو ریخت و شاخص بورس برخلاف آنچه انتظار می‌رفت حتی 23هزار واحد رشد کرد.
2020 Nov 18,با اینکه چند روز از اعلام تعطیلی اصناف به‌علت شیوع ویروس کرونا در ساعت 6غروب می‌گذرد، در چهارراه ولیعصر و دیگر نقاط پررفت‌وآمد شهر مانند میدان‌های تجریش، هفت‌تیر، ونک، خیابان‌های تهرانپارس، نور، مدائن محله نازی‌آباد، پارس، محله‌های عبدل‌آباد و امامزاده حسن و...  صدای فریاد دستفروشان به گوش می‌رسد.
2020 Nov 18,اولین اصلی که در درس اصول علم اقتصاد داده ‌می‌شود این است که در اقتصاد چلوکباب مجانی نداریم.
2020 Nov 18,خط تولید کیت‌های تشخیص فوری کرونا صبح دیروز در مراسمی با حضورمعاون اول رئیس جمهور، رئیس ستاد اجرایی فرمان امام، معاون علمی رئیس‌جمهور و معاون وزیر بهداشت‌، به صورت ویدئوکنفرانس به بهره‌برداری رسید.
2020 Nov 18,از روز شنبه قرار است محدودیت‌های شدیدی در بسیاری از شهرهای کشور برای مقابله با گسترش بیشتر ویروس کرونا و بیماری کووید- 19 اجرایی شود.
2020 Nov 18,برای امداد‌رسانی به ساختمان‌های بلند نردبان خریداری شده و برای رسیدن به کوچه‌های تنگ و پر از خودرو‌، از موتورسیکلت آتش‌نشانی استفاده می‌شود، اما شهرداری پایتخت بالگردی برای دسترسی به محل آتش‌سوزی‌های شهر در اختیار ندارد.
2020 Nov 19,بازهم وصول منابع مالی اوراق مشارکت مترو، دقیقه نودی شد. بر همین اساس شهردار تهران دیروز به مشکلی که برای دریافت اوراق مشارکت شهرداری از سوی بانک رفاه ایجاد شده، واکنش نشان داد و گفت: «تلاش کرده‌ایم اوراق مشارکت امسال را دریافت کنیم اما مشکلی با سازمان تامین اجتماعی به‌وجود آمده است.
2020 Nov 19,پس از اعلام نگرانی از کاهش شدید ذخایر خونی در کشور به‌ویژه در استان تهران که بالاترین مصرف‌کننده و تامین‌کننده خون کشور است، کمپین‌ها و هشتگ‌هایی برای دعوت به اهدای خون در فضای مجازی و رسانه‌ها به راه افتاد.
2020 Nov 19,متروی تهران با حدود 237کیلومتر طول و 127ایستگاه اهمیت بسزایی در حمل‌ونقل عمومی پایتخت و تردد شهروندان دارد.
2020 Nov 19,آمارها نشان می‌دهد با وجود رشد بی‌سابقه تورم ماهانه در مهر امسال، فعالان 4بازار سهام، طلا، ارز و مسکن در آبان‌ماه شاهد تخلیه حباب قیمت‌ها بوده‌اند.
2020 Nov 19,همیشه پنجشنبه آخر هفته کتاب روز کتابگردی بوده است؛ روز ضیافت عمومی کتابفروشی‌ها. سنتی در چند سال اخیر شکل گرفته بود که کتابخوانان در این روز به کتابفروشی محبوب‌شان سر می‌زدند و کتاب می‌خریدند. در سال‌های اخیر در پنجشنبه‌های آخر آبان بارها هشتگ #من_هم_می_آیم در شبکه‌های اجتماعی ترند شده است.
2020 Nov 19,امیرحسین، دانش‌آموز مدرسه نمونه دولتی سراوان است؛ همان مدرسه‌ای که 2سال پیش ۱۷شاگردش همزمان و بی‌اعتنا به همه محرومیت‌های منطقه در رشته‌های پزشکی و داروسازی کنکور سراسری پذیرفته شدند.
2020 Nov 21,2هفته خانه‌نشینی از امروز آغاز می‌شود؛ همشهری در گزارش‌هایی بسته‌های کاربردی برای عبور از این روزها پیشنهاد داده است
2020 Nov 21,پنجشنبه آخر هفته کتاب در سال‌های اخیر روز کتابگردی بوده است؛ روزی که دوستداران کتاب به کتابفروشی‌ها می‌رفتند و در ایامی که با طرح‌های تخفیف فصلی همزمان می‌شده، سعی می‌کردند کتاب‌های بیشتری خریداری کنند و سبب رونق کتابفروشی‌ها شوند.
2020 Nov 21,در آستانه تدوین برنامه هفتم توسعه، به‌عنوان برنامه‌ای که باید بتواند ‌پیوندی هم‌افزای رشد اقتصادی، عدالت اجتماعی و حفظ محیط‌زیست را تعریف و محقق کند، باید به جامعه مدنی رجوع شود؛ هم برای استفاده از تمامی خرد اجتماعی موجود در کشور و هم برای استفاده از دستاوردهای آخرین برنامه‌ریزی‌ها در دیگر کشورها.
2020 Nov 21,در روزهای گذشته انتشار تصاویر دردناک تخریب سرپناه یک بانوی اهل بندرعباس و خودسوزی او، وجدان همگان را به درد آورد. صدای ناله‌ و التماس‌ بانوی سرپرست خانوار اهل بندرعباس و گریه‌ها و فریادهای فرزندانش هنوز در گوش‌ها می‌پیچد.
2020 Nov 21,خبر تخریب خانه زن بندرعباسی از سوی شهرداری و خودسوزی وی در روزهای گذشته، افکار عمومی را جریحه‌دار کرد؛ اتفاق تلخی شبیه به آنچه در برخورد با «آسیه» در کرمانشاه افتاد و منجر به مرگ وی شد.
2020 Nov 21,«اختلاف سازمان جنگل‌ها و سازمان اوقاف در 2پرونده آقمشهد و دماوند تنها با رأی قضایی پایان می‌یابد.»
2020 Nov 22,طرح مدیریت هوشمند محدودیت‌های کرونا از صبح دیروز در تمام کشور اجرایی شد و به تأکید ستاد ملی کرونا با وجود اینکه زمان ابتدایی برای اجرای این طرح 2 هفته تعیین شده اما خاتمه آن منوط به تغییر وضعیت و کاهش ابتلا و مرگ‌ومیر ناشی از کرونا خواهد بود.
2020 Nov 22,سامانه بارشی جدید وارد کشور شده و هوای تهران را ابری و بارانی کرده است.
2020 Nov 22,شهرداری تهران، با رویکرد نگهداشت اجتماعی شهر و همچنین انجام مسئولیت اجتماعی خویش، مدت مدیدی است که براساس درکی منسجم از مسئله آسیب‎های اجتماعی و برنامه‎ای هدفمند و ساختاریافته، در این حوزه نقش‎آفرینی می‎کند.
2020 Nov 22,ویروس کرونا COVID-19 نمونه‌ای از ماهیت سیستمیک بحران‌های امروزی است که تأثیر شدید آن بر سلامت جوامع و اقتصاد جهانی به‌طور فاجعه‌باری در حال گسترش است.
2020 Nov 22,معاون برنامه‌ریزی و نظارت ستاد فرماندهی مقابله با کرونای تهران با بیان اینکه همه استان‌های کشور در وضعیت قرمز قرار دارند، بر پرهیز از سفر و دورهمی‌های خانوادگی به عنوان اصلی‌ترین عامل شیوع بیماری تاکید کرد.
2020 Nov 22,بانک رفاه در شرایطی مبلغ حاصل از فروش اوراق مشارکت را هنوز در اختیار شهرداری تهران قرار نداده که شیوع کرونا و اعمال محدودیت‌های جدید، مسافران حمل‌ونقل عمومی را در معرض خطر قرار می‌دهد.
2020 Nov 22,کاراکترهای محدود، کلمه‌محور‌بودن، ‌هشتگ‌های گسترده و بی‌مرزی، از توییتر رسانه متفاوتی ساخته است؛ رسانه‌ای مدرن که اگرچه در ایران فیلتر شده و دسترسی آسانی به آن وجود ندارد، اما تقریبا تمام مسئولان در آن برای خود حساب کاربری ساخته‌اند تا از این تریبون با مردم در تماس باشند، چراکه به‌خوبی به کارکرد این رسانه آگاهند.
2020 Nov 22,با پیگیری‌های وزارت ارتباطات هر چند ستاد کرونا مشاغل مرتبط با خدمات اینترنتی را جزء مشاغل ضروری گروه یک شناخته است اما هنوز استارتاپ‌های مختلف این حوزه در این رابطه نتوانسته‌اند مشکلات خود را حل کنند.
2020 Nov 23,شنبه اول آذر محدودیت‌های جدید مقابله با کرونا و باران دست در دست هم دادند تا بسیاری از معابر شهر تهران قفل شوند.
2020 Nov 23,اولین شب ممنوعه تهران را خیلی‌ها با تصویر 4 دهه قبل در ذهنشان بازسازی کرده بودند؛ با خیابان‌های تاریک و ترسیده و ماموران ایستاده در کوچه‌ها.
2020 Nov 23,اسحاق جهانگیری، معاون اول رئیس جمهور طی پی‌نوشتی بر گزارش تخریب خانه زنی در بندرعباس که در روزهای گذشته واکنش های بسیاری را به‌همراه داشته است، ضمن ابراز تاسف از وقوع این حادثه، در دستوری به استانداران سراسر کشور تاکید کرد: لازم است کلیه دستگاه های استان قبل از تامین سرپناه مناسب برای افراد ساکن،‌ نباید اقدام به تخریب کنند.
2020 Nov 23,حرف و حدیث درباره طب سنتی قدمتی 100ساله و کمی بیشتر دارد. از همان‌روزی که نخستین پزشکان اروپایی پا به این سرزمین گذاشتند، گفت‌وگو در مورد میزان اثربخشی طب نو و طب سنتی آغاز شد و با بازگشت نخستین طبیبان ایرانی درس‌خوانده در فرنگ به کشور، مجادلات بالا گرفت. از همان ابتدا این مجادلات سویه اقتصادی هم داشت.
2020 Nov 23,خاطرم می‌آید در جلسه‌ای آقای خاتمی، رئیس‌جمهور وقت دوره هفتم و هشتم ریاست‌جمهوری تذکر جدی دادند که شنیده شده عده‌ای از سرما در خیابان‌ها فوت کرده‌اند و از وزیر کشور خواستند تمهیداتی بیندیشند و براساس آن گرمخانه‌ها به کمک شهرداری‌ها راه‌اندازی شد.
2020 Nov 23,با نزدیک شدن فصل سرما آمار فوتی‌های مبتلا به کرونا نیز افزایش یافت و رکوردهای بی‌سابقه‌ای به‌جا گذاشت به‌طوری‌که روزهای سیاهی را برای آبان99 رقم زد.
2020 Nov 23,همه صفت‌هایی که در چنین مناسبت‌هایی عموما به اغراق به ‌کار گرفته می‌شود، اینجا و در این مورد فقط بخشی از واقعیت را نمایان می‌کنند. یکی از توصیف‌های معمول که با سایه سنگین اندوه همراه است، «بی تکرار بودن» است.
2020 Nov 24,​​​​​​​چشم‌انداز نرخ تورم دست‌کم تا پایان سال افزایشی خواهد بود و دولت می‌خواهد بودجه سال آینده را بر مبنای نرخ تورم 22درصدی ببندد و افزایش حقوق کارکنان و دستمزدها برای سال آینده به‌احتمال زیاد 25درصد خواهد بود.
2020 Nov 24,بالاخره زنان راهی برای دیده‌شدن مسابقاتشان پیدا کردند. در 2هفته گذشته 12بازی‌ از لیگ برتر بسکتبال زنان انجام شده و همه این بازی‌ها پخش مستقیم شده‌اند. البته تلویزیون نقشی در پخش این بازی‌ها نداشته است.
2020 Nov 24,ساختار بودجه دولت در هر کشوری، علاوه بر آن دسته از ذینفعان که مستقیما از اعتبارات عمومی تغذیه می‌کنند، یک جامعه ذینفعان غیرمستقیم بسیار بزرگ، به گستردگی همه فعالان اقتصادی و خانوارها دارد.
2020 Nov 24,در خبرها آمده که شهرداری بندرعباس بنای غیراصولی، بدون پروانه و در ملک غیر را تخریب کرده است.
2020 Nov 24,وزیر بهداشت آخرین اقدامات انجام شده برای خرید واکسن خارجی کرونا و تولید واکسن ایرانی این بیماری را اعلام کرد.
2020 Nov 24,بارندگی شدید بهار سال گذشته، اگرچه تبدیل به سیل نشد اما هشدار جدی برای تهران بود. شهری که در بیشتر اوقات سال با مشکل کمبود آب حتی برای نظافت و آبیاری فضای سبز روبه‌رو است، ممکن است در برخی ‌روز‌های پرباران دچار سیل شود.
2020 Nov 25,«دختر پس از گرفتن دیپلم خانه‌نشین می‌شود و پس از مدتی به اصرار در کلاس خیاطی ثبت‌نام می‌کند. او دو برادر دارد و خانواده‌اش معتقدند دختر نباید تحصیلات عالیه داشته باشد. دختر به بهانه‌های مختلف توسط برادر بزرگ‌تر مورد رفتارهای خشونت‌آمیز قرار می‌گیرد.
2020 Nov 25,​​​​​​​ حضرت آیت‌الله خامنه‌ای، رهبر معظم انقلاب اسلامی صبح روز گذشته سه‌شنبه در دیدار رؤسای 3قوه و دیگر اعضای شورای‌عالی هماهنگی اقتصادی با اشاره به 4محور لازم برای اقتصاد کشور یعنی حل مشکل کسری بودجه، افزایش سرمایه‌گذاری، جهش تولید و حمایت از قشرهای ضعیف، خاطرنشان کردند: باید با همت جدی و تلاش پیگیر مسئولان، تأثیر اجرای راهکارهای عملی در زندگی مردم مشخص شود.
2020 Nov 25,تهران شهری برای همه است و توجه به نیازهای تک‌تک انسان‌ها اعم از زن و مرد، پیر و جوان، کودک و سالمند، شاغل و بیکار، متأهل یا مجرد بر عهده مدیریت شهری است.
2020 Nov 25,چه بودجه کشور را سند دخل و خرج دولت به‌عنوان نمادی از دستگاه‌های بودجه‌بگیر در قوای سه گانه و فراتر از آن بدانیم، و چه چوب ادب سیاستمداران یا آیینه آمال و رؤیای آنها به‌ویژه نمایندگان و دولتمردان، برای مردم مهم این است که اعداد و ارقام و احکام بودجه در نهایت چه تأثیری بر زندگی و کسب و کار آنها دارد؟
2020 Nov 25,این روزها، باوجود تعطیلی گسترده به‌خاطر جلوگیری از شیوع ویروس کرونا، در مواردی با صف‌های متراکم و پرازدحامی روبه‌رو هستیم که مردم تلاش می‌کنند مایحتاج عمومی و ارزاق اولیه خود را تهیه کنند.
2020 Nov 25,سیر رسیدن به پایان همه‌گیری کرونا روزبه‌روز کوتاه‌تر می‌شود؟ زمانبندی ارائه شده توسط آمریکا و چند کشور اروپایی برای واکسیناسیون علیه کووید-19 نوید روزهای بدون کرونا را تا حداقل 2سال آینده در تمام دنیا می‌دهد.
